ref:mise;name;operator;address;latitude;longitude
8674;STAZIONE SERVIZIO CIUFFENNA;STAZIONE SERVIZIO CIUFFENNA S.A.S. DI RIGHESCHI ANDREA & C.;VIA FILIPPO TURATI 32/B 52024;43.582951374873815;11.6237139914017
55929;SUPERGAS;SUPERGAS S.R.L.;VIA DE GASPERI  52024;43.58947;11.62875
34105;BE BOP;BE BOP DI MILO DI GORO;Via Prato 11 52046;43.2731266293087;11.743952259421349
57881;LUCIGNANO;SYNERGY S.R.L.;VIA DEL PRATO 11 52046;43.27259;11.74599
41500;LUCIGNANO EST;ENI FUEL S.P.A.;A1 MILANO-NAPOLI, Km. 381, Firenze - 52046;43.2801421;11.7664812
29384;LUCIGNANO OVEST;NUOVA SIDAP S.R.L.;Autostrada A1 MILANO-NAPOLI, Km. 381, dir. Roma - 52046;43.24564037100088;11.77470713853836
39028;PV MARCIANO DELLA CHIANA;ALA CARBURANTI S.R.L.;VIA PROVINCIALE DELLE CULLE SNC 52047, MARCIANO DELLA CHIANA (AR) SNC 51039;43.3228913806433;11.784680262207985
41003;tamoil 2304;CORSI LUCA;via castiglioni 26e 52047;43.31589087095692;11.809579208493233
52668;Angelo Malinconico;MALINCONICO ANGELO;Viale S. M. delle Vertighe 25 52048;43.3288091;11.7453422
44853;eni;CENTRO AUTO S.N.C. DI GARINI ARMANDO E C.;VIA ARETINA 45 52048;43.33668104341239;11.727797985076904
46233;ESSO MONTE SAN SAVINO;ESSO MONTE SAN SAVINO;Via Fiorentina 8 A 52048;43.33637711040649;11.726019729957017
55232;IP MONTE SAN SAVINO;LUNA ROSSA DI VALENTINI VALTER;LOC. LE VERTIGHE 623/A 52048;43.3284392;11.7563739
46511;PV ALBERORO;ALA CARBURANTI S.R.L.;VIA S.S. 327, LOC. ALBERORO SNC 52048, MONTE SAN SAVINO (AR) 39 52048;43.36939206166283;11.80817037820816
39827;6025;T.D.M. S.R.L.;S.S. 221 KM 1+594 - 52035;43.48855219366908;12.097101286053658
59088;53540 Montevarchi;ENI FUEL S.P.A.;S.S.69 KM.38+847, LOC.LEVANELLA  ;43.511;11.596
59453;ALA MONTEVARCHI;ALA CARBURANTI S.R.L.;SP408  52025;43.53027530421627;11.5597066317505
52309;ANNA D'AMBROSCA;D'AMBROSCA ANNA;VIALE DIAZ 168 52025;43.5287853982073;11.565663436487547
20832;ENI 53540;D'UVA DANIELE;VIA ARETINA 410 52025;43.51099466399102;11.596010327339172
58568;ESSO MONTEVARCHI S.P. PER TERRANUOVA;PAD MULTIENERGY S.P.A;PROV.LE DI TERRANUOVA SNC 52025;43.525400;11.564266
9443;IP VIA ENZO FERRARI MONTEVARCHI;PECORA MICHELE & C. S.N.C.;VIA ENZO FERRARI 10 52025;43.539095836841156;11.555559118771384
6203;La Vela di Fibbi;LA VELA DI FIBBI MARCO & C. S.N.C.;VIALE ARMANDO DIAZ 61 52025;43.5250963890605;11.569647618385261
10776;M.P di Meoni Roberto & C S.N.C;M.P. DI MEONI ROBERTO & C. S.N.C.;ARETINA 671 52025;43.50248183825745;11.613197922706604
21883;METANAUTO S.R.L.;METANAUTO S.R.L.;VIA AMMIRAGLIO BURZAGLI 233 52025;43.53983549367005;11.553700892065422
57762;myOil Montevarchi;ROSSETTI FUEL SRL;viale Armando Diaz  168 52015;43.528820;11.565629
57582;SHELL MONTEVARCHI S.S. 69 LOC. LEVANE;PAD MULTIENERGY S.P.A;ARETINA-LOC.LEVANE SS.69KM 471 52025;43.497382;11.620044
12479;stazione Eni 04627;DINI DANIELA;VIA A. BURZAGLI 169 52025;43.53213331401716;11.55969724059105
56010;SUPERGAS;SUPERGAS S.R.L.;Viale Cadorna 38 52025;43.53415;11.56080
53710;BONCOMPAGNI ANDREA;BONCOMPAGNI ANDREA;EUROPEA E45 125 KM 52036;43.662966614951905;12.047281265258789
12024;Esseci Carburanti;ESSECI CARBURANTI DI MARINI ENRICO;VIA TIBERINA 80 52036;43.67261999999998;12.039517110450788
51833;Eurocarburanti;RIOLO S.R.L.;3 bis Tiberina, Km. 150, direzione Roma - 52036;43.65843336914881;12.051442451775069
4906;AQUILA - PONTE A POPPI;OLIVERA E GAGGI S.N.C.;Statale 70 della Consuma, Km. 35+360, dir. Arezzo - 52014;43.7243039955687;11.77504382837653
58879;Aquila Drive - Badia Prataglia;AQUILA DRIVE S.R.L.;Piazza XIII Aprile  52010;43.79509225295957;11.876891571025071
7115;ENI - MONETI DANIELE & C. SAS;MONETI DANIELE & C. S.A.S.;VIA CIRCONVALLAZIONE 33/A 52015;43.78667794571238;11.722395144573284
3574;ARNO EST;NUOVA TOSCANA CARBURANTI DI MARCO BARSANTI & C. S.A.S.;Autostrada A1 MILANO-NAPOLI,  Km. 331, dir. nord 52027;43.58347433861366;11.52153342962265
20833;ENI 04634;D'UVA DANIELE;VIA PERUZZI 19 52027;43.568891799086785;11.526724085844421
26934;Esso Mami snc;MAMI S.N.C. DI VIETTI M. E DREASSI M.;VIALE RISORGIMENTO 3/A 52027;43.56438024138458;11.53563380241394
52611;Innosacc Q8;INNOSACC DI BIGI S., LAZZERINI L. & SACCHETTI L. S.N.C.;GRUCCIA KM32+800 52027;43.54808218068661;11.545009342758249
58934;IP;R.V.R. GAS SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;S.S. 69 KM 29,200 SNC 52027;43.57633273572063;11.525420621037483
11465;SAN GIOVANNI VALDARNO-VIALE RISORGIMENTO 4/A;SERVIZI & GESTIONI ITALIA S.R.L.;VIALE RISORGIMENTO 4/A 52027;43.5609101632698;11.537945866584778
19587;TOTAL ERG;C.V.R. GAS DI GIUNTI ROMANO & C. S.N.C.;Statale 69 di Val d'Arno, Km. 29,200, dir. NORD - 52027;43.57633273572063;11.525420621037483
54904;ADS Città del Palio della Balestra;PICCINI PAOLO S.P.A.;Strada Statale E45 Km 138,85 Nord dir. Cesena  52037;43.57631;12.11870
28605;ADS Città di Piero della Francesca;CI.PI.A. DI CESARI ANGELA & C. S.N.C.;FRAZIONE VANNOCCHIA 81/B 52037;43.57637101555412;12.11768925189972
25435;Cuku Mark;CUKU MARK;VIA TIBERINA SUD 76 52037;43.56667548662553;12.152062616613767
46913;ESSO SANSEPOLCRO;ESSO SANSEPOLCRO;Via Senese Aretina 301 52037;43.557011376256234;12.11082722686217
5732;Malatesta 156;D.F.D. DI FLAMINI VITTORIO & C. SAS;Via Malatesta km.156  52037;43.5739070598795;12.139329314231873
4027;PicciniFuels - Dir. Arezzo;PICCINI PAOLO S.P.A.;VIA SENESE ARETINA  102-104 52037;43.56646304755377;12.121032488299534
44864;PicciniFuels - Dir. Sansepolcro;PICCINI PAOLO S.P.A.;Via Senese Aretina  121 52037;43.56642377385617;12.121668271163912
26779;SANSEPOLCRO;TIBER S.R.L.;TIBERINA TRE BIS SUD 408 52037;43.56577645709385;12.154690235875023
35095;SANSEPOLCRO - SENESE ARETINA;"IP SERVICES S.R.L.";VIA SENESE ARETINA KM 180,973  52037;43.57102794935781;12.129297000259157
24042;TAMOIL;FRATELLI CRESTINI DI CRESTINI LEONARDO & C.S.N.C.;P.ZZA DEL MERCATO 10 52038;43.70719904118224;12.296020443688917
8260;ARCA SNC DI ARTINI E CACCIALUPI;ARCA S.N.C. DI CACCIALUPI SAURO;VIA VIA CINTA ESTERNA SR71 52010, SUBBIANO (AR) -224 52010;43.572313836152254;11.871165351867717
55922;SUPERGAS;SUPERGAS S.R.L.;Località Castelnuovo 69 52010;43.56038;11.85587
55916;Supergas ;SUPERGAS S.R.L.;VIa Verdi 74 52010;43.57759;11.87093
55925;SUPERGAS;SUPERGAS S.R.L.;PIAZZA DELLA LIBERTA  52010;43.60187;11.78897
33713;Agip - Eni;CARBURANTI VALDARNO SRL;VIA POGGILUPI 668 52028;43.54935694310108;11.563030741000375
50093;donato sas;DONATO SAS DI PIGNATARO DONATO & C;VIALE EUROPA 29 52028;43.54979987973479;11.58597323278212
55928;SUPERGAS;SUPERGAS S.R.L.;VIALE EUROPA  52028;43.54782;11.57905
53364;TERRANUOVA;SOCIETA' PETROLIFERA TIRRENA - SO.PE.TI. - S.R.L.;S.P. 59 KM1 + 640 SX S.N.C. 52028;43.550434721273646;11.594262788501396
30325;TERRANUOVA BRACCIOLINI - MOCARINI 735;"IP SERVICES S.R.L.";VIA PONTE MOCARINI 735 52028;43.54341555365068;11.570221457672119
49825;Aquila - Croce A Varliano;AM DI CAPPINI MIRKO E REGGI ALESSANDRO SNC;Via Roma 298/A 50012;43.74560469156124;11.338348708357183
40359;Bagno a Ripoli;"IP SERVICES S.R.L.";via di Rosano Loc. Vallina snc 50011;43.77883063826046;11.363694816827774
3486;CHIANTI EST;LA CONCHIGLIA DEL RAG. LUCA FOCARDI & C. S.A.S.;Autostrada A1 MILANO-NAPOLI, Km. 305+600, dir. Nord - 50011;43.73003797836093;11.332406880950884
39736;CHIANTI OVEST;CARLESI CARBURANTI S.A.S. DI BENEDETTA CARLESI;Autostrada A1 MILANO-NAPOLI, Km. 305.6, dir. sud - 50012;43.72921031635258;11.333670169115067
27035;ENI LEPRI PAOLO 2019 & C SAS;LEPRI PAOLO 2019 & C. S.A.S.;S.R.222 VIA CHIANTIGIANA KM 2  50012;43.73829325390573;11.291337059403457
46560;IP;D.A. DI DANIELE MANETTI & C. S.A.S.;VIA DELL'ANTELLA 72 50012;43.73023319478379;11.314776688814163
48080; ip mugello fuel station sas;MUGELLO FUEL STATION DI BUCCINO PASQUALE & C. SAS;via del lago  6 50031;43.99072872189402;11.230857790542625
58508;4840 BARBERINO DI MUGELLO;ENI FUEL S.P.A.;Viale A. Gramsci 25  50031;43.99671;11.239849
3687;AGLIO EST;AGLIO SERVICES - S.R.L.;Autostrada A1 MILANO-NAPOLI, Km. 255+800, dir. Nord - 50031;44.02957247403531;11.225896152114842
38452;CPM Barberino;IMPIANTI ITALIA S.R.L.;VIA LAGO LOC. CAVALINA  SN 50031;43.98921598481671;11.228010775463076
46064;ESSO BARBERINO DI MUGELLO - VIA MATTEOTTI;ESSO BARBERINO DI MUGELLO - VIA MATTEOTTI;V.le G. Matteotti 6/A 50031;43.992469952682434;11.238524188879346
48679;mugello fuel station ;MUGELLO FUEL STATION DI BUCCINO PASQUALE & C. SAS;VIA DEL LAGO 18 50031;43.980523650265496;11.220898658895502
57866;AQUILA ENERGIE;M.L. GROUP S.R.L.;VIA LEONARDO DA VINCI 148/150 50028;43.59188;11.19977
6253;F.LLI CIONI;F.LLI CIONI DI CIONI MAURIZIO E C. S.A.S.;LOCALITA' DROVE RACCORDO SS 429 SS 2  50028;43.48366392193896;11.14261507987976
17650;Gori Mattia;GORI MATTIA;Statale 2 Via Cassia, Km. 263 + 353, dir. nord 29 50028;43.54305629960399;11.172899525131243
47046;repsol ;TRE + S.A.S. DI ALESSIO DI LEONARDO & C.;NUOVO RACCORDO DI DROVE SS429 E SS2 50028;43.48538848356436;11.144870258662309
4902;Stazione Padim di Panti e Di Maggio ;PADIM DI PANTI FRANCESCO;Via Leonardo da Vinci 148  50028;43.5915134;11.1997541
7259;BARBERINO VAL D'ELSA-SS429 KM42 739;SERVIZI & GESTIONI ITALIA S.R.L.;LOC. TRE PIE' S.S.429 KM. 42+739  50021;43.49368722706796;11.120559275150299
54313;2P CARBURANTI;2P CARBURANTI S.R.L.;VIA VIALE GIOVANNI XXIII 22 50032, BORGO SAN LORENZO (FI) 22 50032;43.95465685414099;11.38332724571228
